"Date","steem_price","sbd_price","amount","from","memo","to","timestamp","currency_amount","currency_type","direction","dollar_price_of_tr","tr_type"
"2018-11-09",0.782412,0.97761,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-09T23:58:42",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-monacoin-10-november-2018","postdoctor","2018-11-10T00:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T00:19:42",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T00:40:03",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T01:01:15",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-litecoin-10-november-2018","postdoctor","2018-11-10T01:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-kucoin-shares-10-november-2018","postdoctor","2018-11-10T02:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.022 SBD","edensgarden","Round Earnings - 0.022 SBD | Thank you!","misrori","2018-11-10T02:51:45",0.022,"SBD","in",0.02,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.099 SBD","edensgarden","Round Earnings - 0.099 SBD | Thank you!","misrori","2018-11-10T04:35:18",0.099,"SBD","in",0.1,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.039 SBD","edensgarden","Round Earnings - 0.039 SBD | Thank you!","misrori","2018-11-10T06:45:48",0.039,"SBD","in",0.04,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-icon-10-november-2018","postdoctor","2018-11-10T07:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T07:37:48",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-polymath-10-november-2018","postdoctor","2018-11-10T08:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T09:12:09",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-lisk-10-november-2018","postdoctor","2018-11-10T09:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.099 STEEM","edensgarden","Round Earnings - 0.099 STEEM | Thank you!","misrori","2018-11-10T09:32:30",0.099,"STEEM","in",0.08,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.116 SBD","edensgarden","Round Earnings - 0.116 SBD | Thank you!","misrori","2018-11-10T11:14:12",0.116,"SBD","in",0.11,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-aeternity-10-november-2018","postdoctor","2018-11-10T11:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-vechain-10-november-2018","postdoctor","2018-11-10T12:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-iost-10-november-2018","postdoctor","2018-11-10T13:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-10T13:38:24",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T14:04:33",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.029 SBD","edensgarden","Round Earnings - 0.029 SBD | Thank you!","misrori","2018-11-10T14:04:36",0.029,"SBD","in",0.03,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-gxchain-10-november-2018","postdoctor","2018-11-10T14:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T15:05:33",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T15:26:45",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-digibyte-10-november-2018","postdoctor","2018-11-10T16:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-10T16:26:06",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-hypercash-10-november-2018","postdoctor","2018-11-10T17:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.053 STEEM","edensgarden","Round Earnings - 0.053 STEEM | Thank you!","misrori","2018-11-10T17:41:36",0.053,"STEEM","in",0.04,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-eos-10-november-2018","postdoctor","2018-11-10T18:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-10T18:37:15",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-11-10T18:58:27",0.049,"SBD","in",0.05,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-dai-10-november-2018","postdoctor","2018-11-10T19:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.049 STEEM","edensgarden","Round Earnings - 0.049 STEEM | Thank you!","misrori","2018-11-10T20:04:09",0.049,"STEEM","in",0.04,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-10T20:04:12",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-reddcoin-10-november-2018","postdoctor","2018-11-10T20:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-moac-10-november-2018","postdoctor","2018-11-10T21:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-10T21:50:30",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-crypto.com-10-november-2018","postdoctor","2018-11-10T22:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.049 STEEM","edensgarden","Round Earnings - 0.049 STEEM | Thank you!","misrori","2018-11-10T22:27:30",0.049,"STEEM","in",0.04,"normal_tr"
"2018-11-10",0.757668,0.969476,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-komodo-11-november-2018","postdoctor","2018-11-10T23:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-litecoin-11-november-2018","postdoctor","2018-11-11T00:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T00:42:51",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.053 STEEM","edensgarden","Round Earnings - 0.053 STEEM | Thank you!","misrori","2018-11-11T01:09:00",0.053,"STEEM","in",0.04,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-wax-11-november-2018","postdoctor","2018-11-11T01:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.055 STEEM","edensgarden","Round Earnings - 0.055 STEEM | Thank you!","misrori","2018-11-11T02:04:42",0.055,"STEEM","in",0.04,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-horizen-11-november-2018","postdoctor","2018-11-11T02:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-tether-11-november-2018","postdoctor","2018-11-11T03:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.039 SBD","edensgarden","Round Earnings - 0.039 SBD | Thank you!","misrori","2018-11-11T03:27:03",0.039,"SBD","in",0.04,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-aelf-11-november-2018","postdoctor","2018-11-11T04:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T04:19:54",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-digixdao-11-november-2018","postdoctor","2018-11-11T06:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-11T07:09:15",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-golem-11-november-2018","postdoctor","2018-11-11T07:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T07:32:06",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T07:58:57",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-nebulas-11-november-2018","postdoctor","2018-11-11T08:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-ravencoin-11-november-2018","postdoctor","2018-11-11T09:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-mithril-11-november-2018","postdoctor","2018-11-11T10:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.069 STEEM","edensgarden","Round Earnings - 0.069 STEEM | Thank you!","misrori","2018-11-11T10:24:48",0.069,"STEEM","in",0.05,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-stratis-11-november-2018","postdoctor","2018-11-11T11:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-11T11:37:00",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-omisego-11-november-2018","postdoctor","2018-11-11T12:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.039 SBD","edensgarden","Round Earnings - 0.039 SBD | Thank you!","misrori","2018-11-11T12:26:30",0.039,"SBD","in",0.04,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-dash-11-november-2018","postdoctor","2018-11-11T13:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T14:12:12",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-waltonchain-11-november-2018","postdoctor","2018-11-11T14:15:30",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.069 SBD","edensgarden","Round Earnings - 0.069 SBD | Thank you!","misrori","2018-11-11T14:43:51",0.069,"SBD","in",0.07,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-loopring-11-november-2018","postdoctor","2018-11-11T15:15:30",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-11-11T16:16:12",0.049,"SBD","in",0.05,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-paxos-standard-token-11-november-2018","postdoctor","2018-11-11T17:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-11T17:22:03",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.074 STEEM","edensgarden","Round Earnings - 0.074 STEEM | Thank you!","misrori","2018-11-11T17:48:54",0.074,"STEEM","in",0.06,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-bitcoin-11-november-2018","postdoctor","2018-11-11T18:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.044 SBD","edensgarden","Round Earnings - 0.044 SBD | Thank you!","misrori","2018-11-11T19:05:24",0.044,"SBD","in",0.04,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-zilliqa-11-november-2018","postdoctor","2018-11-11T19:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-11-11T20:04:36",0.049,"SBD","in",0.05,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-bytecoin-11-november-2018","postdoctor","2018-11-11T20:15:30",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.099 SBD","edensgarden","Round Earnings - 0.099 SBD | Thank you!","misrori","2018-11-11T21:11:45",0.099,"SBD","in",0.1,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-bitcoin-11-november-2018","postdoctor","2018-11-11T21:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-digibyte-11-november-2018","postdoctor","2018-11-11T22:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-eos-12-november-2018","postdoctor","2018-11-11T23:15:27",0.3,"STEEM","out",0.23,"normal_tr"
"2018-11-11",0.764517,0.969048,"0.099 SBD","edensgarden","Round Earnings - 0.099 SBD | Thank you!","misrori","2018-11-11T23:25:09",0.099,"SBD","in",0.1,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-binance-coin-12-november-2018","postdoctor","2018-11-12T00:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-chainlink-12-november-2018","postdoctor","2018-11-12T01:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.069 STEEM","edensgarden","Round Earnings - 0.069 STEEM | Thank you!","misrori","2018-11-12T01:39:18",0.069,"STEEM","in",0.05,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-basic-attention-token-12-november-2018","postdoctor","2018-11-12T02:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.079 SBD","edensgarden","Round Earnings - 0.079 SBD | Thank you!","misrori","2018-11-12T03:07:39",0.079,"SBD","in",0.08,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.069 SBD","edensgarden","Round Earnings - 0.069 SBD | Thank you!","misrori","2018-11-12T04:55:51",0.069,"SBD","in",0.07,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.060 SBD","edensgarden","Round Earnings - 0.060 SBD | Thank you!","misrori","2018-11-12T06:29:42",0.06,"SBD","in",0.06,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.099 STEEM","edensgarden","Round Earnings - 0.099 STEEM | Thank you!","misrori","2018-11-12T07:50:33",0.099,"STEEM","in",0.07,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/steem/@misrori/what-people-thinks-about-waltonchain-12-november-2018","postdoctor","2018-11-12T08:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-status-12-november-2018","postdoctor","2018-11-12T09:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-12T09:33:24",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-11-12T10:36:24",0.049,"SBD","in",0.05,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-digibyte-12-november-2018","postdoctor","2018-11-12T11:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.024 STEEM","edensgarden","Round Earnings - 0.024 STEEM | Thank you!","misrori","2018-11-12T11:43:36",0.024,"STEEM","in",0.02,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-12T11:43:39",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-insight-chain-12-november-2018","postdoctor","2018-11-12T12:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.150 STEEM","edensgarden","Round Earnings - 0.150 STEEM | Thank you!","misrori","2018-11-12T12:35:36",0.15,"STEEM","in",0.11,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-digixdao-12-november-2018","postdoctor","2018-11-12T13:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-neo-12-november-2018","postdoctor","2018-11-12T14:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"2.736 STEEM","misrori","P-Z8R12L70CW","steemmonsters","2018-11-12T14:35:12",2.736,"STEEM","out",2.05,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.049 SBD","edensgarden","Round Earnings - 0.049 SBD | Thank you!","misrori","2018-11-12T14:59:48",0.049,"SBD","in",0.05,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.116 STEEM","edensgarden","Round Earnings - 0.116 STEEM | Thank you!","misrori","2018-11-12T16:07:39",0.116,"STEEM","in",0.09,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-12T16:07:42",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/internetmoney/@misrori/what-people-thinks-about-aion-12-november-2018","postdoctor","2018-11-12T16:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-steem-12-november-2018","postdoctor","2018-11-12T18:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.030 SBD","edensgarden","Round Earnings - 0.030 SBD | Thank you!","misrori","2018-11-12T18:46:51",0.03,"SBD","in",0.03,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/video/@misrori/what-people-thinks-about-litecoin-12-november-2018","postdoctor","2018-11-12T20:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.079 SBD","edensgarden","Round Earnings - 0.079 SBD | Thank you!","misrori","2018-11-12T20:49:03",0.079,"SBD","in",0.08,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/rise/@misrori/what-people-thinks-about-siacoin-12-november-2018","postdoctor","2018-11-12T21:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-nem-12-november-2018","postdoctor","2018-11-12T22:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.075 STEEM","edensgarden","Round Earnings - 0.075 STEEM | Thank you!","misrori","2018-11-12T22:38:45",0.075,"STEEM","in",0.06,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-12T22:38:48",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-12",0.74873,0.971542,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-ravencoin-13-november-2018","postdoctor","2018-11-12T23:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/hot/@misrori/what-people-thinks-about-aeternity-13-november-2018","postdoctor","2018-11-13T00:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.019 STEEM","edensgarden","Round Earnings - 0.019 STEEM | Thank you!","misrori","2018-11-13T00:23:36",0.019,"STEEM","in",0.01,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-litecoin-13-november-2018","postdoctor","2018-11-13T01:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/bitcoin/@misrori/what-people-thinks-about-qash-13-november-2018","postdoctor","2018-11-13T02:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.019 SBD","edensgarden","Round Earnings - 0.019 SBD | Thank you!","misrori","2018-11-13T03:07:18",0.019,"SBD","in",0.02,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-horizen-13-november-2018","postdoctor","2018-11-13T03:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.099 STEEM","edensgarden","Round Earnings - 0.099 STEEM | Thank you!","misrori","2018-11-13T03:42:48",0.099,"STEEM","in",0.07,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/success/@misrori/what-people-thinks-about-stellar-13-november-2018","postdoctor","2018-11-13T04:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-cardano-13-november-2018","postdoctor","2018-11-13T05:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.089 SBD","edensgarden","Round Earnings - 0.089 SBD | Thank you!","misrori","2018-11-13T05:25:18",0.089,"SBD","in",0.09,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/youtube/@misrori/what-people-thinks-about-etheera-13-november-2018","postdoctor","2018-11-13T06:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/development/@misrori/what-people-thinks-about-bitcoin-diamond-13-november-2018","postdoctor","2018-11-13T07:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.111 SBD","edensgarden","Round Earnings - 0.111 SBD | Thank you!","misrori","2018-11-13T07:27:30",0.111,"SBD","in",0.11,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-revain-13-november-2018","postdoctor","2018-11-13T08:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.300 STEEM","misrori","https://steemit.com/tothemoon/@misrori/what-people-thinks-about-revain-13-november-2018","postdoctor","2018-11-13T08:15:27",0.3,"STEEM","out",0.22,"normal_tr"
"2018-11-13",0.73132,0.976089,"0.001 SBD","resteembot","A gift","misrori","2018-11-13T08:19:18",0.001,"SBD","in",0,"normal_tr"
